Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-30771252,Adam,Williams,Female,West Bengal,Durgapur,Bachelor,14/12/1992,24/02/2024,,Customer Service,Help Desk Technician,70447,Good
00-13936735,Robert,Hoffman,Female,Maharashtra,Nagpur,Master,18/11/1991,03/06/2015,,Sales,Sales Specialist,68659,Satisfactory
00-49928545,Kevin,Gardner,Male,Andhra Pradesh,Tirupati,Master,13/12/1984,24/10/2015,,Sales,Sales Manager,82482,Needs Improvement
00-72600538,Ryan,Morales,Female,Maharashtra,Mumbai,Bachelor,19/04/1975,10/08/2024,,Operations,Logistics Coordinator,57311,Excellent
00-92804244,Seth,Cole,Male,Uttar Pradesh,Lucknow,High School,02/08/2003,01/05/2022,,HR,Recruiter,56980,Excellent
00-50930993,Nicole,Davis,Female,Maharashtra,Mumbai,Bachelor,13/07/1964,13/11/2022,,Operations,Inventory Specialist,63162,Satisfactory
00-14530614,James,Zamora,Female,Maharashtra,Nagpur,Bachelor,23/02/1981,15/06/2023,,Operations,Operations Analyst,78603,Good
00-19491470,Hannah,Johnson,Male,West Bengal,Siliguri,Bachelor,02/05/1980,30/11/2017,,Operations,Logistics Coordinator,74228,Good
00-37397226,Mark,Johnson,Female,Maharashtra,Nagpur,Bachelor,28/11/1988,04/04/2020,,Operations,Logistics Coordinator,60526,Good
00-53137197,Michael,Hale,Male,Maharashtra,Mumbai,Bachelor,30/01/1990,02/07/2017,,Customer Service,Help Desk Technician,86166,Good
00-82955931,James,Chapman,Male,Maharashtra,Mumbai,Bachelor,07/04/1978,30/05/2019,,Sales,Sales Representative,79198,Satisfactory
00-92261717,Theresa,Cunningham,Male,Maharashtra,Nagpur,High School,11/05/1992,27/08/2020,,Operations,Inventory Specialist,65002,Needs Improvement
00-61505306,Jacob,Marshall,Male,Maharashtra,Pune,Bachelor,25/12/2000,31/01/2017,,Sales,Sales Specialist,75139,Good
00-99540581,Daniel,Reid,Female,Maharashtra,Pune,Bachelor,26/11/1983,09/09/2024,,Operations,Inventory Specialist,58701,Excellent
00-11524247,Michael,Hudson,Female,Maharashtra,Nagpur,PhD,09/10/1985,28/05/2018,,Sales,Sales Specialist,80857,Good
00-30311392,Jeffrey,Harris,Male,Maharashtra,Nagpur,Master,05/05/1975,26/09/2016,,IT,System Administrator,92232,Good
00-55209042,Nathan,Owens,Male,Maharashtra,Nagpur,Bachelor,21/09/1976,04/01/2023,,Marketing,Content Creator,74172,Good
00-75025705,Harry,Bailey,Male,Maharashtra,Pune,Bachelor,13/10/1991,03/03/2024,,Operations,Logistics Coordinator,59406,Satisfactory
00-23731131,Allison,Ford,Female,Andhra Pradesh,Visakhapatnam,Bachelor,21/05/1972,19/09/2021,,Operations,Logistics Coordinator,54032,Good
00-93274201,Jamie,Evans,Male,Maharashtra,Pune,Master,09/05/1983,31/01/2019,,IT,Software Developer,94755,Good
00-83175374,Melissa,Mendez,Female,Uttar Pradesh,Varanasi,Bachelor,31/05/2003,21/12/2024,,Customer Service,Support Specialist,58709,Satisfactory
00-59663454,Alice,Horn,Female,Maharashtra,Pune,Master,15/12/1983,23/11/2019,,Customer Service,Customer Service Manager,76375,Satisfactory
00-21432003,Ashley,Rogers,Male,Andhra Pradesh,Tirupati,High School,28/08/1991,02/06/2019,,Marketing,Content Creator,55005,Good
00-94281692,Michael,Campbell,Male,Maharashtra,Nagpur,High School,06/06/1994,12/09/2024,,Customer Service,Support Specialist,59992,Satisfactory
00-64826758,Ryan,Evans,Male,West Bengal,Siliguri,Bachelor,08/10/1973,09/05/2019,,Customer Service,Support Specialist,75716,Excellent
00-86755219,Karen,Baxter,Male,Maharashtra,Mumbai,Bachelor,28/06/1985,25/12/2018,,IT,System Administrator,95347,Good
00-97461289,Kelly,Walker,Male,Maharashtra,Mumbai,Bachelor,22/11/1979,02/10/2024,,IT,Software Developer,95840,Good
00-48974101,Jonathan,Jones,Male,Tamil Nadu,Chennai,Bachelor,02/07/1984,15/12/2023,,IT,IT Support Specialist,65842,Good
00-43273757,Kevin,Martinez,Female,Tamil Nadu,Madurai,High School,31/01/1989,10/08/2023,,Customer Service,Support Specialist,58553,Excellent
00-44578176,Sarah,Chapman,Male,Maharashtra,Nagpur,Bachelor,23/01/1970,19/10/2016,,Customer Service,Customer Service Manager,87022,Satisfactory
00-40271240,Catherine,Bass,Male,Uttar Pradesh,Varanasi,High School,19/04/1983,29/11/2024,,Marketing,SEO Specialist,66402,Good
00-74714670,Jonathan,Lane,Female,Maharashtra,Nagpur,PhD,22/01/1978,21/04/2022,,Finance,Financial Analyst,83595,Good
00-64318477,Jeremy,Ibarra,Female,Maharashtra,Nagpur,Bachelor,16/12/1989,06/12/2016,,Operations,Logistics Coordinator,64089,Good
00-75792454,Robert,Smith,Male,Gujarat,Surat,Bachelor,22/02/1975,21/10/2020,,Finance,Accounts Payable Specialist,66315,Satisfactory
00-19834748,Erica,Sandoval,Female,Maharashtra,Pune,High School,25/02/1995,06/08/2020,,Customer Service,Support Specialist,62135,Good
00-40300423,George,Walker,Female,Maharashtra,Mumbai,Master,10/09/2002,19/08/2019,,Sales,Sales Specialist,66563,Good
00-99018687,Mark,Fisher,Male,Andhra Pradesh,Tirupati,Bachelor,29/06/1977,24/08/2017,,IT,Software Developer,88687,Excellent
00-54765093,Jennifer,Cummings,Female,Maharashtra,Nagpur,Bachelor,26/09/1987,26/03/2023,,Operations,Logistics Coordinator,56056,Good
00-88360154,Vanessa,Caldwell,Female,Maharashtra,Pune,Bachelor,14/03/1979,26/07/2020,,Customer Service,Customer Service Representative,64267,Satisfactory
00-36612148,Dawn,Khan,Male,Maharashtra,Mumbai,High School,20/03/1997,14/08/2020,,HR,Recruiter,71786,Good
00-71689400,Michele,Nelson,Female,Andhra Pradesh,Vijayawada,High School,31/07/1982,07/04/2015,,Customer Service,Help Desk Technician,82348,Satisfactory
00-34675726,Eric,Coffey,Male,Maharashtra,Nagpur,Bachelor,17/11/1982,14/12/2023,,IT,IT Support Specialist,70078,Satisfactory
00-70203892,Kathleen,Griffin,Female,Maharashtra,Nagpur,Master,18/03/1988,24/01/2017,,IT,System Administrator,87443,Needs Improvement
00-46364093,Hayley,Wilson,Male,Maharashtra,Pune,Master,15/04/1987,04/07/2020,,Customer Service,Customer Service Manager,69509,Excellent
00-81745429,Kathleen,Mendoza,Female,Maharashtra,Nagpur,Bachelor,09/08/1972,28/04/2019,,Operations,Logistics Coordinator,66125,Needs Improvement
00-40265112,Rachel,Stone,Female,Maharashtra,Nagpur,Bachelor,15/06/1973,16/03/2018,,Operations,Logistics Coordinator,67153,Good
00-73140855,Justin,Mckinney,Male,Uttar Pradesh,Varanasi,Bachelor,26/11/1994,10/06/2019,,Operations,Logistics Coordinator,67802,Good
00-91644753,Mitchell,Kennedy,Male,Maharashtra,Pune,Bachelor,03/09/1988,15/08/2016,,IT,System Administrator,77387,Good
00-14578975,David,Strickland,Female,West Bengal,Siliguri,High School,22/07/1987,15/01/2024,,IT,IT Support Specialist,58578,Satisfactory
00-57953300,John,Williams,Female,Maharashtra,Nagpur,High School,07/01/1979,18/04/2016,,Customer Service,Customer Service Representative,60103,Satisfactory
00-98236069,Ashley,Charles,Female,Maharashtra,Pune,Bachelor,02/05/1996,29/05/2017,,Customer Service,Support Specialist,53246,Good
00-56588756,Sarah,Hernandez,Female,Maharashtra,Mumbai,Bachelor,12/10/1996,25/08/2016,,Sales,Sales Representative,61548,Satisfactory
00-35848410,Jeffrey,Brown,Female,Uttar Pradesh,Lucknow,Bachelor,08/03/1992,11/01/2024,,Sales,Sales Representative,60429,Good
00-19848166,Donald,Mclaughlin,Female,Maharashtra,Nagpur,High School,15/10/1986,18/05/2020,,Customer Service,Customer Service Representative,63186,Satisfactory
00-10195370,Daniel,Maxwell,Female,Maharashtra,Mumbai,Bachelor,27/02/1995,21/03/2018,,Marketing,Marketing Coordinator,67633,Good
00-20610410,Jessica,Murray,Female,Delhi,Delhi,Bachelor,30/09/1981,30/11/2022,,Operations,Operations Analyst,76447,Excellent
00-70651881,Phillip,Kelly,Male,Maharashtra,Mumbai,Bachelor,18/12/1983,02/10/2017,,IT,System Administrator,101814,Good
00-93101517,Brooke,Lee,Male,Maharashtra,Mumbai,Bachelor,28/10/1992,15/08/2019,,IT,System Administrator,104117,Satisfactory
00-90836296,Matthew,Byrd,Female,Maharashtra,Pune,PhD,13/11/1973,03/07/2022,,Sales,Sales Specialist,83279,Good
00-96786855,Tamara,Peters,Female,Andhra Pradesh,Tirupati,PhD,11/07/1969,16/06/2020,,IT,IT Manager,117648,Satisfactory
00-16788521,Tara,Miller,Female,Andhra Pradesh,Visakhapatnam,Master,03/11/1964,11/08/2017,,Operations,Operations Analyst,96739,Satisfactory
00-11691339,Chelsea,Blackburn,Female,Maharashtra,Pune,Bachelor,24/12/2002,12/04/2022,,Customer Service,Customer Service Representative,56494,Satisfactory
00-25734299,Janice,Tran,Female,Maharashtra,Pune,Bachelor,27/11/1963,14/03/2020,,Customer Service,Customer Service Representative,68441,Good
00-43372509,Jordan,Murphy,Female,Maharashtra,Nagpur,High School,10/04/1975,31/05/2021,,Operations,Inventory Specialist,65083,Good
00-30080491,Jeffrey,Jones,Female,Maharashtra,Mumbai,High School,20/06/1998,29/12/2017,,Operations,Inventory Specialist,51558,Excellent
00-38052325,Amber,Watson,Male,Maharashtra,Pune,Bachelor,25/11/1979,09/12/2020,,Sales,Sales Representative,81113,Good
00-31517603,Jamie,Zamora,Female,Andhra Pradesh,Tirupati,Master,13/08/1995,15/03/2022,,IT,IT Manager,99297,Satisfactory
00-15356036,Maria,Moore,Male,Maharashtra,Mumbai,Master,20/04/1983,18/09/2017,,Operations,Operations Analyst,62070,Needs Improvement
00-83012855,Joyce,Johnson,Male,Maharashtra,Mumbai,Bachelor,15/08/1981,06/04/2020,,Marketing,Marketing Coordinator,66241,Good
00-94334639,James,Ellis,Female,Maharashtra,Mumbai,Bachelor,11/06/1974,12/03/2024,,Sales,Sales Representative,76424,Excellent
00-98593293,Joseph,Clark,Male,Maharashtra,Nagpur,Bachelor,01/10/1980,11/02/2019,,Finance,Accountant,92183,Satisfactory
00-30340933,Andrew,Hall,Male,West Bengal,Durgapur,Bachelor,21/11/1973,25/06/2019,,Marketing,Content Creator,62480,Excellent
00-55358363,Jennifer,Perry,Male,Maharashtra,Mumbai,Bachelor,25/12/1999,14/10/2016,,Marketing,Content Creator,58706,Good
00-68697353,Heather,Owen,Male,Maharashtra,Nagpur,Bachelor,10/02/1965,03/06/2022,,Operations,Operations Analyst,63621,Satisfactory
00-37343329,Kimberly,Fernandez,Male,Maharashtra,Mumbai,High School,02/09/1974,11/01/2022,,IT,IT Support Specialist,64827,Excellent
00-66039079,Antonio,Moody,Male,Maharashtra,Mumbai,Bachelor,26/05/1973,10/09/2017,,Customer Service,Customer Service Representative,74989,Satisfactory
00-91188491,Lee,Zimmerman,Male,Maharashtra,Pune,High School,11/12/1971,24/02/2024,,Customer Service,Customer Service Representative,56884,Good
00-12773612,Ashley,Ramirez,Male,Maharashtra,Pune,Bachelor,10/10/1977,19/10/2020,,Sales,Sales Consultant,108906,Good
00-67982400,Brandi,Williams,Female,Maharashtra,Pune,Master,22/09/1989,11/12/2019,,IT,Software Developer,98381,Satisfactory
00-91217712,Linda,Davis,Female,Gujarat,Ahmedabad,Bachelor,14/07/2001,14/09/2020,,Marketing,Marketing Coordinator,65863,Excellent
00-32573757,Teresa,Kim,Male,Maharashtra,Pune,Bachelor,28/01/1981,22/04/2015,,IT,IT Support Specialist,63911,Satisfactory
00-25768498,Caleb,Baker,Male,Maharashtra,Nagpur,Bachelor,21/11/1976,15/01/2020,,Operations,Logistics Coordinator,64062,Good
00-82591844,Kevin,Skinner,Female,Maharashtra,Pune,High School,04/09/2002,23/01/2023,,Customer Service,Customer Service Representative,61626,Satisfactory
00-47869196,Eric,Herrera,Female,Maharashtra,Nagpur,Bachelor,05/04/1962,04/11/2023,,Sales,Sales Representative,70709,Excellent
00-36802227,Mary,Valentine,Male,Andhra Pradesh,Visakhapatnam,PhD,29/04/1968,05/03/2022,,Sales,Sales Specialist,89746,Good
00-62317751,Fernando,Hansen,Female,Maharashtra,Nagpur,Bachelor,31/01/1999,19/04/2018,,Customer Service,Customer Service Representative,54855,Excellent
00-82090202,Robert,Morgan,Female,Maharashtra,Pune,Bachelor,19/11/1995,24/06/2017,,Sales,Sales Specialist,53936,Satisfactory
00-16314366,Karen,Blair,Female,Maharashtra,Mumbai,Master,25/10/1970,20/10/2018,,Sales,Sales Consultant,107756,Good
00-35027676,Sandra,Moore,Male,Maharashtra,Mumbai,Bachelor,11/09/1993,20/03/2022,,Customer Service,Customer Service Representative,66168,Needs Improvement
00-98073374,Dennis,Mcknight,Female,Maharashtra,Pune,High School,30/08/1974,31/08/2019,,IT,IT Support Specialist,55042,Good
00-31331521,Laura,Smith,Male,Maharashtra,Pune,Bachelor,22/02/1972,07/01/2017,,Operations,Logistics Coordinator,70804,Needs Improvement
00-90613810,Dennis,Morales,Male,Maharashtra,Mumbai,Bachelor,26/06/1989,11/02/2023,,Sales,Sales Representative,60871,Satisfactory
00-73894187,Jason,Rich,Male,Maharashtra,Pune,Bachelor,12/10/1982,31/03/2019,,Operations,Logistics Coordinator,68775,Satisfactory
00-47381773,Andrew,Gonzalez,Female,Maharashtra,Pune,Bachelor,10/01/1985,08/06/2017,,Operations,Inventory Specialist,64020,Good
00-17610836,Taylor,Jones,Female,Maharashtra,Nagpur,High School,07/01/1991,26/09/2023,,Operations,Inventory Specialist,62724,Satisfactory
00-28466565,David,Santana,Female,West Bengal,Siliguri,Bachelor,08/06/1960,31/10/2024,,Operations,Inventory Specialist,59871,Good
00-69564893,Stephen,Cantu,Male,Maharashtra,Nagpur,Master,01/02/1960,05/01/2022,,Operations,Operations Analyst,77933,Satisfactory
00-19855438,Samuel,Simmons,Female,Maharashtra,Pune,Bachelor,19/08/1993,29/10/2023,,IT,Software Developer,82802,Good
00-42733135,Timothy,Bishop,Male,Maharashtra,Pune,Bachelor,04/03/1976,18/10/2020,,Finance,Accounts Payable Specialist,60904,Satisfactory
00-75218753,Lisa,Wright,Female,Uttar Pradesh,Lucknow,Master,16/02/1999,18/10/2023,,Operations,Operations Manager,86102,Good
00-64686366,Brian,Ramirez,Female,Maharashtra,Nagpur,Master,03/04/1975,24/05/2017,,IT,System Administrator,85933,Good
00-87338673,Jason,Miller,Male,Maharashtra,Nagpur,Master,27/06/1968,17/12/2018,,IT,Software Developer,80959,Excellent
00-41150478,Gilbert,Hall,Female,Maharashtra,Pune,Bachelor,27/11/2000,13/08/2024,,IT,IT Support Specialist,59725,Good
00-61588906,Angela,Green,Male,West Bengal,Siliguri,Bachelor,15/10/2004,08/07/2016,,Sales,Sales Representative,60323,Satisfactory
00-12207060,George,Johnson,Female,Andhra Pradesh,Vijayawada,Bachelor,23/11/1974,15/04/2016,,Operations,Logistics Coordinator,55698,Excellent
00-84561170,Jennifer,Sampson,Female,Maharashtra,Pune,Master,29/04/1988,21/02/2023,,IT,System Administrator,98643,Good
00-62111591,Brandon,Fernandez,Female,Tamil Nadu,Coimbatore,Bachelor,17/12/1996,27/06/2020,,Sales,Sales Representative,62238,Needs Improvement
00-16957012,Carlos,Stanton,Male,Maharashtra,Pune,Master,01/01/1978,14/08/2019,,Sales,Sales Specialist,61309,Good
00-63124684,Lisa,Robles,Female,Maharashtra,Pune,High School,08/11/2002,23/12/2017,,Operations,Inventory Specialist,54975,Excellent
00-15907834,Kaylee,Davis,Female,Maharashtra,Mumbai,Bachelor,15/11/1976,05/10/2016,,HR,HR Coordinator,59217,Good
00-21774924,Frank,Martin,Male,Maharashtra,Mumbai,Master,27/01/1979,06/11/2021,,Finance,Financial Analyst,98068,Good
00-11075659,David,Williams,Female,Maharashtra,Nagpur,Bachelor,23/04/1995,25/05/2021,,IT,Software Developer,91792,Good
00-11469548,Brian,Olsen,Male,Maharashtra,Mumbai,Bachelor,06/05/1970,08/10/2023,,Sales,Sales Specialist,95529,Good
00-89505910,Robert,Guerra,Male,Maharashtra,Pune,High School,01/12/1984,13/09/2016,,Customer Service,Help Desk Technician,74184,Good
00-41844175,Nicole,Ford,Male,Maharashtra,Pune,Bachelor,12/08/1977,29/10/2021,,IT,Software Developer,110311,Excellent
00-28153701,Susan,Decker,Male,Maharashtra,Mumbai,Master,21/09/1963,04/07/2015,,Sales,Sales Consultant,95787,Satisfactory
00-31217083,Dawn,Vazquez,Male,Maharashtra,Nagpur,Master,27/04/1971,05/05/2022,,IT,Software Developer,79853,Excellent
00-59798459,Mallory,Gutierrez,Male,Maharashtra,Nagpur,High School,26/08/1997,29/08/2020,,Operations,Inventory Specialist,60427,Good
00-59213358,Kristin,Burke,Female,Uttar Pradesh,Lucknow,Bachelor,05/05/1994,01/12/2017,,Customer Service,Support Specialist,61339,Satisfactory
00-97143176,Ian,Baker,Female,Maharashtra,Nagpur,High School,03/04/1997,31/05/2023,,HR,Recruiter,61340,Good
00-16649010,Michael,Weaver,Male,Uttar Pradesh,Kanpur,Master,24/12/1978,28/07/2021,,Operations,Operations Analyst,66930,Good
00-15771083,Monique,Alexander,Male,Gujarat,Vadodara,High School,05/11/1986,03/11/2017,,Customer Service,Support Specialist,61049,Good
00-76168894,Erica,Fuller,Male,Maharashtra,Pune,Bachelor,23/07/1986,11/05/2024,,Sales,Sales Representative,69966,Satisfactory
00-44599931,William,Velazquez,Female,Maharashtra,Mumbai,PhD,01/12/1983,11/03/2023,,Sales,Sales Consultant,105472,Excellent
00-28396177,Eric,George,Male,Maharashtra,Pune,High School,18/07/1989,08/11/2015,,IT,IT Support Specialist,62054,Good
00-84737376,Stephanie,Casey,Male,Maharashtra,Mumbai,Bachelor,02/02/1986,13/05/2024,,Operations,Inventory Specialist,68150,Excellent
00-48294101,Paul,Chang,Female,Maharashtra,Pune,Master,26/01/1999,19/04/2024,,IT,Software Developer,88576,Satisfactory
00-22155152,Jennifer,Melendez,Female,Maharashtra,Mumbai,High School,15/10/1999,08/10/2016,,Customer Service,Customer Service Representative,63617,Good
00-85304172,Jodi,Valentine,Male,Andhra Pradesh,Tirupati,Bachelor,02/07/1997,07/07/2016,,Operations,Logistics Coordinator,60423,Good
00-62249572,John,Lopez,Female,Maharashtra,Nagpur,Master,27/03/1992,11/08/2018,,Sales,Sales Consultant,76107,Satisfactory
00-38368443,Kayla,Jones,Male,Maharashtra,Mumbai,High School,30/11/1999,14/03/2017,,Operations,Inventory Specialist,54254,Satisfactory
00-54314842,Cory,Miller,Female,Maharashtra,Nagpur,Master,28/07/1999,19/01/2019,,Sales,Sales Specialist,68527,Needs Improvement
00-32531664,David,Ellis,Male,Maharashtra,Pune,Master,15/01/1982,18/07/2020,,IT,Software Developer,80261,Good
00-30053210,Bobby,Terry,Female,Maharashtra,Pune,Bachelor,29/08/1974,24/09/2016,,IT,System Administrator,90065,Needs Improvement
00-17024006,Angela,Aguirre,Female,Maharashtra,Mumbai,Bachelor,28/05/1974,16/10/2018,,Marketing,Content Creator,54123,Excellent
00-11620224,Christina,Caldwell,Female,Maharashtra,Nagpur,High School,22/10/1976,12/12/2017,,IT,IT Support Specialist,59564,Needs Improvement
00-66371321,Theresa,Jones,Male,Maharashtra,Nagpur,Bachelor,03/10/2002,29/11/2023,,Sales,Sales Representative,64927,Good
00-66781775,Brandon,Holloway,Female,Maharashtra,Pune,Bachelor,30/08/1988,24/04/2015,,Customer Service,Customer Service Manager,85918,Satisfactory
00-70251644,Heather,Yates,Male,Maharashtra,Mumbai,Bachelor,30/05/1990,29/12/2023,,Operations,Operations Analyst,84208,Good
00-66586109,Jeremiah,Hernandez,Female,Maharashtra,Mumbai,Bachelor,26/12/1993,10/02/2023,,Operations,Operations Analyst,81256,Good
00-27593505,Briana,Harvey,Male,Maharashtra,Nagpur,Master,22/10/1986,08/04/2017,,IT,Software Developer,101772,Good
00-77641423,Heather,Thompson,Male,Maharashtra,Mumbai,Bachelor,09/03/1973,04/05/2018,,Marketing,Marketing Coordinator,71300,Satisfactory
00-36715740,Jill,Merritt,Male,Andhra Pradesh,Vijayawada,Bachelor,17/05/2004,12/02/2022,,Customer Service,Support Specialist,67385,Excellent
00-40923692,Troy,Thompson,Male,Maharashtra,Nagpur,PhD,01/12/1986,25/02/2022,,Sales,Sales Consultant,74546,Good
00-66795633,Rebecca,Dougherty,Male,Maharashtra,Pune,Bachelor,30/03/1972,17/10/2020,,Marketing,Marketing Coordinator,79986,Good
00-66807216,Jonathan,Robinson,Male,Gujarat,Ahmedabad,Bachelor,07/09/2001,25/06/2016,,Operations,Logistics Coordinator,63377,Satisfactory
00-86783494,Hunter,Smith,Female,Maharashtra,Mumbai,Bachelor,07/06/1985,28/11/2016,,Marketing,Content Creator,65107,Needs Improvement
00-44314112,Keith,Thomas,Female,Maharashtra,Mumbai,Bachelor,29/04/1993,26/05/2018,,Customer Service,Support Specialist,62462,Good
00-89286521,Gregory,Shelton,Male,Maharashtra,Pune,Master,10/05/1991,24/09/2018,,Sales,Sales Consultant,73866,Satisfactory
00-45614444,Lisa,Garza,Male,Delhi,New Delhi,Bachelor,15/09/1978,07/09/2016,,Customer Service,Customer Service Representative,62587,Needs Improvement
00-59038710,Patrick,Rubio,Male,Maharashtra,Pune,PhD,06/11/1963,19/12/2017,,Sales,Sales Specialist,78013,Good
00-52932757,James,Fitzgerald,Male,Maharashtra,Nagpur,Master,19/06/1985,26/09/2022,,Sales,Sales Specialist,75703,Needs Improvement
00-17303355,Amber,Gonzalez,Female,Maharashtra,Nagpur,Bachelor,05/07/1983,23/04/2018,,Customer Service,Support Specialist,58951,Excellent
00-86862400,Kelly,Ramos,Female,Andhra Pradesh,Visakhapatnam,Bachelor,30/08/1980,17/12/2024,,Marketing,Content Creator,63477,Good
00-96300090,Martha,Torres,Male,Maharashtra,Nagpur,PhD,27/05/1963,22/11/2024,,Sales,Sales Consultant,75675,Satisfactory
00-81339017,April,Romero,Female,Maharashtra,Mumbai,Bachelor,14/05/1982,14/08/2019,,Sales,Sales Representative,56878,Excellent
00-64306604,Sandra,Smith,Female,Maharashtra,Pune,High School,14/03/1970,29/06/2020,,Customer Service,Support Specialist,69475,Good
00-62122549,Andrew,Martin,Male,Maharashtra,Nagpur,Bachelor,10/12/1990,01/12/2023,,Operations,Operations Analyst,61615,Good
00-36146725,Neil,Vega,Male,Andhra Pradesh,Vijayawada,Bachelor,21/02/1988,25/10/2023,,Operations,Logistics Coordinator,64915,Good
00-76423837,William,Bailey,Female,Maharashtra,Mumbai,High School,04/11/1978,26/08/2017,,Marketing,SEO Specialist,69092,Satisfactory
00-71740969,Katie,Edwards,Male,Maharashtra,Mumbai,Bachelor,06/11/2000,03/11/2019,,Sales,Sales Representative,75945,Good
00-72908845,Evelyn,Crawford,Male,Maharashtra,Mumbai,High School,16/10/1984,31/08/2015,,Customer Service,Support Specialist,60480,Excellent
00-74192137,Jacqueline,White,Male,Andhra Pradesh,Visakhapatnam,Bachelor,23/07/2001,15/06/2023,,Finance,Accounts Payable Specialist,62243,Satisfactory
00-82754180,Cynthia,Clark,Female,Maharashtra,Mumbai,Master,13/12/1975,07/12/2017,,Sales,Sales Consultant,71863,Good
00-96219997,Carla,Stewart,Male,West Bengal,Durgapur,High School,16/10/1976,31/03/2016,,Customer Service,Support Specialist,63683,Excellent
00-13427039,Joseph,Chavez,Male,Tamil Nadu,Coimbatore,Bachelor,18/10/1995,13/07/2021,,Sales,Sales Consultant,101206,Satisfactory
00-42466665,Thomas,Norton,Male,Andhra Pradesh,Visakhapatnam,High School,06/06/2002,04/03/2017,,Customer Service,Customer Service Representative,61495,Satisfactory
00-91027831,Rhonda,Bradley,Male,Maharashtra,Nagpur,Bachelor,14/12/1979,07/01/2022,,Marketing,SEO Specialist,69657,Good
00-27886045,Robert,Blackwell,Male,Maharashtra,Pune,Bachelor,07/07/2002,16/05/2017,,Operations,Logistics Coordinator,68114,Satisfactory
00-44772628,Amy,Thomas,Female,Gujarat,Vadodara,High School,11/03/1986,23/08/2015,,IT,IT Support Specialist,58924,Needs Improvement
00-53239585,Dennis,Valdez,Male,Maharashtra,Pune,Master,23/07/1982,11/08/2017,,IT,Software Developer,82412,Good
00-62986889,Jessica,Moore,Male,Maharashtra,Pune,Master,01/06/1980,18/08/2024,,IT,Software Developer,91286,Needs Improvement
00-92854148,Justin,Jones,Female,Andhra Pradesh,Visakhapatnam,Bachelor,26/03/1997,25/12/2023,,Sales,Sales Specialist,83964,Satisfactory
00-44666735,Michelle,Hickman,Female,Maharashtra,Nagpur,High School,02/08/1989,09/06/2017,,Customer Service,Support Specialist,62185,Good
00-93476643,Jeffery,Hernandez,Male,Maharashtra,Pune,Master,23/01/1997,03/05/2024,,Customer Service,Customer Service Manager,66131,Good
00-81795409,Leslie,Ortega,Female,Maharashtra,Mumbai,Bachelor,24/01/1977,14/08/2023,,Operations,Inventory Specialist,61447,Good
00-16272544,Richard,Graham,Female,Tamil Nadu,Madurai,Bachelor,03/03/1996,29/06/2017,,IT,IT Support Specialist,60293,Good
00-12911328,Elizabeth,Burnett,Female,Maharashtra,Pune,Bachelor,29/06/2000,07/09/2020,,Operations,Logistics Coordinator,55824,Satisfactory
00-10017850,Ricky,Serrano,Female,Maharashtra,Pune,High School,16/01/1990,07/10/2016,,Operations,Inventory Specialist,57066,Good
00-40595359,Kenneth,Gallagher,Female,Andhra Pradesh,Vijayawada,PhD,04/11/1995,11/03/2022,,Sales,Sales Consultant,104774,Good
00-47433364,Brad,Bennett,Female,Maharashtra,Nagpur,Master,30/12/1988,11/05/2017,,IT,System Administrator,74144,Good
00-76389996,Elizabeth,Hanson,Male,Andhra Pradesh,Visakhapatnam,PhD,30/12/1985,11/01/2022,,Sales,Sales Specialist,77220,Satisfactory
00-80500712,Debbie,Arnold,Female,West Bengal,Kolkata,Master,16/01/1988,07/02/2017,,Sales,Sales Consultant,98596,Good
00-74863590,James,Cummings,Female,Tamil Nadu,Chennai,Bachelor,26/10/1970,28/03/2018,,Customer Service,Customer Service Representative,61624,Excellent
00-21288208,Diana,Wolf,Female,Maharashtra,Nagpur,Master,21/12/1994,16/01/2018,,IT,System Administrator,100351,Good
00-55915416,Bradley,Berry,Female,Uttar Pradesh,Kanpur,Bachelor,14/02/1980,26/11/2016,,Operations,Logistics Coordinator,61454,Good
00-69400145,Melissa,Bush,Male,Andhra Pradesh,Visakhapatnam,Bachelor,28/09/2002,02/03/2018,,Customer Service,Customer Service Representative,62268,Good
00-91785816,Caleb,Day,Male,Maharashtra,Nagpur,High School,11/07/1992,10/03/2021,,Operations,Inventory Specialist,55579,Good
00-39680536,Melissa,Davis,Male,Maharashtra,Mumbai,High School,08/04/1968,17/11/2016,,Operations,Inventory Specialist,64277,Satisfactory
00-62794229,Gerald,Jones,Male,Maharashtra,Mumbai,Bachelor,04/05/1984,18/10/2023,,Sales,Sales Specialist,86048,Needs Improvement
00-30766900,Kenneth,Bates,Male,Andhra Pradesh,Vijayawada,Master,18/05/1961,10/12/2017,,Operations,Operations Analyst,60030,Excellent
00-30206188,Daniel,Watson,Male,Andhra Pradesh,Vijayawada,Bachelor,18/07/1985,29/02/2024,,Customer Service,Support Specialist,67416,Satisfactory
00-72738656,Molly,Stephens,Male,Andhra Pradesh,Visakhapatnam,Bachelor,01/09/2000,28/07/2019,,Sales,Sales Consultant,96251,Good
00-65588616,Victor,Morales,Male,Maharashtra,Pune,Bachelor,04/10/1999,14/12/2023,,Sales,Sales Representative,63322,Needs Improvement
00-14532520,Alan,Gallagher,Female,Maharashtra,Pune,Bachelor,20/11/1979,12/02/2024,,Customer Service,Support Specialist,53577,Good
